Procesado,ID,Petición (Tiempo),Método,URL,Código,Razón,RTT,Tamaño de la Cabecera de Respuesta,Respuesta (Tamaño del cuerpo),Alerta mayor,Nota,Etiquetas
Fuera del Ámbito,1693,Tue Dec 23 08:28:41 ECT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fxrelay-allowlist&bucket=main&_expected=0,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1707,Tue Dec 23 08:28:43 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1714,Tue Dec 23 08:28:44 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1715,Tue Dec 23 08:28:44 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1721,Tue Dec 23 08:28:45 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1723,Tue Dec 23 08:28:45 ECT 2025,GET,https://www.apollographql.com/docs/apollo-server/federation/introduction,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1724,Tue Dec 23 08:28:45 ECT 2025,GET,https://www.apollographql.com/favicon.ico,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1728,Tue Dec 23 08:28:47 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1731,Tue Dec 23 08:28:48 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1739,Tue Dec 23 08:28:49 ECT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1748,Tue Dec 23 08:28:51 ECT 2025,GET,https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/tracking-protection-lists/4638171c-3218-4bf0-af68-d762778aa7ff,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1750,Tue Dec 23 08:28:51 ECT 2025,GET,https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/tracking-protection-lists/4638171c-3218-4bf0-af68-d762778aa7ff,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1752,Tue Dec 23 08:28:51 ECT 2025,GET,https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/tracking-protection-lists/4638171c-3218-4bf0-af68-d762778aa7ff,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1754,Tue Dec 23 08:28:51 ECT 2025,GET,https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/tracking-protection-lists/4638171c-3218-4bf0-af68-d762778aa7ff,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1760,Tue Dec 23 08:28:52 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1766,Tue Dec 23 08:28:52 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1774,Tue Dec 23 08:28:53 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1777,Tue Dec 23 08:28:54 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1780,Tue Dec 23 08:28:54 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1784,Tue Dec 23 08:28:55 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1788,Tue Dec 23 08:28:56 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1792,Tue Dec 23 08:28:57 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1804,Tue Dec 23 08:28:59 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1811,Tue Dec 23 08:29:00 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1813,Tue Dec 23 08:29:00 ECT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fxrelay-denylist&bucket=main&_expected=0,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1814,Tue Dec 23 08:29:01 ECT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fxrelay-allowlist&bucket=main&_expected=0,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1822,Tue Dec 23 08:29:02 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1828,Tue Dec 23 08:29:03 ECT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1829,Tue Dec 23 08:29:03 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1842,Tue Dec 23 08:29:04 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1848,Tue Dec 23 08:29:05 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1851,Tue Dec 23 08:29:05 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1855,Tue Dec 23 08:29:06 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1868,Tue Dec 23 08:29:08 ECT 2025,GET,"https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700%7CSource+Code+Pro:400,700",403,Forbidden,0,130,51,,false,
Fuera del Ámbito,1877,Tue Dec 23 08:29:09 ECT 2025,GET,http://cdn.jsdelivr.net/npm/@apollographql/graphql-playground-react@1.7.42/build/favicon.png,403,Forbidden,0,130,51,,false,
